Incident Id;Date of Arrest;Time of Arrest;Primary Charge;Address;Arrestee's Age;Arrestee's Race;Arrestee's Gender;Arrestee's Ethnicity;Type of Arrest;Drugs or Alcohol Present;Weapon Present
24905;2010-06-18;17:39;FORGERY-UTTERING;EAST FRANKLIN STREET NEAR COUCH RD CHAPEL HILL NC;32;B;M;N;ON VIEW;U;UNARMED
24914;2010-06-22;14:30;POSS MARIJUANA MISD;410 MCCAULEY ST CHAPEL HILL NC 27516;;;;;SUMMONED/CITED;Y;UNARMED
24916;2010-06-22;21:58;FAIL TO APPEAR/COMPL;0 FORDHAM BLVD/RIDGEFIELD RD CHAPEL HILL NC 27517;22;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
24924;2010-06-23;21:42;2ND DEGREE TRESPASS;W. ROSEMARY ST AT MAIN ST CHAPEL HILL NC 27514;49;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
24925;2010-06-24;9:12;FAIL TO APPEAR/COMPL;5 ADELAIDE WALTERS ST CHAPEL HILL NC 27517;19;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
24928;2010-06-25;0:24;DAMAGE-REAL PROPERTY;800 PRITCHARD AVE EXT CHAPEL HILL NC 27516;46;W;M;N;ON VIEW;Y;UNARMED
24937;2010-06-27;2:33;FRAUDULENT USE OF ID;305 W ROSEMARY ST CHAPEL HILL NC 27516;20;W;F;N;SUMMONED/CITED;Y;UNARMED
24944;2010-06-27;4:06;UNDERAGE POSSESSION;207 PITTSBORO ST CHAPEL HILL NC 27516;18;W;M;;SUMMONED/CITED;Y;UNARMED
24945;2010-06-27;4:06;UNDERAGE POSSESSION;207 PITTSBORO ST CHAPEL HILL NC 27516;20;W;M;;SUMMONED/CITED;Y;UNARMED
24953;2010-06-29;19:53;NDL - SUSPENDED / REVOKED;100 STARLIGHT DRIVE CARRBORO NC 27510;49;B;M;N;ON VIEW;N;UNARMED
24958;2010-06-30;14:28;CONCEALING MDSE/SHOPLIFTING  M;201 SOUTH ESTES DRIVE (DILLARDS) CHAPEL HILL NC 27514;;;;;ON VIEW;N;UNARMED
24969;2010-06-30;19:45;DRUG PARAPHERNALIA;828 MLK JR BLVD CHAPEL HILL NC;;;;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
24956;2010-07-01;0:39;FAIL TO APPEAR/COMPL  M;133 W FRANKLIN ST CHAPEL HILL NC 27516;20;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
24967;2010-07-01;23:10;OPEN CONTAINER;100 NORTH COLUMBIA STREET CHAPEL HILL NC 27514;21;B;M;N;SUMMONED/CITED;Y;UNARMED
25006;2010-07-07;2:07;LARCENY -  ALL OTHER;100 BLOCK PRITCHARD AVE CHAPEL HILL NC 27516;19;W;M;;ON VIEW;Y;UNARMED
25002;2010-07-07;2:43;POSSESSION MARIJUANA;W FRANKLIN ST @ MALLETT ST CHAPEL HILL NC 27516;19;W;F;N;SUMMONED/CITED;Y;UNARMED
25008;2010-07-07;19:44;PROBATION VIOLATION;S. FORDHAM BLVD CHAPEL HILL NC;50;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
25012;2010-07-10;0:41;2ND DEGREE TRESPASS  M;225 N GRAHAM ST CHAPEL HILL NC 27516;21;B;M;N;ON VIEW;N;UNARMED
25028;2010-07-13;8:22;FAIL TO APPEAR/COMPL;106 N ELLIOTT RD CHAPEL HILL NC 27514;30;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25034;2010-07-14;8:00;ROBBERY  F;122 DANIEL BOONE ST HILLSBOROUGH NC 27278;21;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;SHOTGUN
25038;2010-07-15;2:15;IMPAIRED DRIVING DWI;2100 ESTES DR EXT CHAPEL HILL NC 27516;25;W;M;N;ON VIEW;Y;UNARMED
25042;2010-07-15;17:05;POSSESSION MARIJUANA;103 MELVILLE LOOP CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;U;UNARMED
25050;2010-07-15;22:23;DRUG PARAPHERNALIA;CALDWELL ST @ MITCHELL ST CHAPEL HILL NC 27514;21;W;M;;SUMMONED/CITED;Y;UNARMED
25049;2010-07-16;1:31;POSSESSION MARIJUANA;CAMERON AVE @ S ROBERSON ST CHAPEL HILL NC 27516;19;W;M;N;ON VIEW;Y;UNARMED
25053;2010-07-16;11:05;FAIL TO APPEAR/COMPL;200 WESTMINISTER DR CHAPEL HILL NC 27514;40;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25060;2010-07-16;21:19;DRUNK / DISRUPTIVE;100 N. COLUMBIA STREET CHAPEL HILL NC 27514;60;W;M;N;SUMMONED/CITED;Y;UNARMED
25056;2010-07-16;22:07;FAIL TO APPEAR/COMPL;214 W FRANKLIN ST CHAPEL HILL NC 27516;24;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25058;2010-07-17;0:11;DAMAGE-PERSONAL PROP  M;COLUMBIA STREET AT EAST FRANKLIN ST. CHAPEL HILL NC;24;W;M;;ON VIEW;Y;UNARMED
25057;2010-07-17;2:07;PUBLIC CONSUMPTION;101 EAST FRANKLIN STREET CHAPEL HILL NC 27514;57;W;M;;SUMMONED/CITED;Y;UNARMED
25066;2010-07-19;22:30;POSSESSION MARIJUANA;1105 HWY 54 BYPASS CHAPEL HILL NC;32;W;M;;SUMMONED/CITED;Y;UNARMED
25068;2010-07-19;23:04;FUGITIVE;HWY 15 S @ MT. CARMEL CHURCH RD CHAPEL HILL NC 27514;29;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25072;2010-07-20;21:53;IMPAIRED DRIVING DWI;600 W ROSEMARY ST CHAPEL HILL NC 27516;56;B;M;N;ON VIEW;Y;UNARMED
25073;2010-07-21;4:00;NDL - SUSPENDED / REVOKED;15-501 NEAR E. LAKEVIEW CHAPEL HILL NC 27517;44;B;M;;SUMMONED/CITED;N;UNARMED
25074;2010-07-21;4:06;NDL - SUSPENDED / REVOKED;15 15-501 @ E LAKEVIEW CHAPEL HILL NC;50;W;M;;SUMMONED/CITED;N;UNARMED
25080;2010-07-21;18:54;FAIL TO APPEAR/COMPL;751 TRINITY CT CHAPEL HILL NC 27516;42;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25079;2010-07-21;20:40;GIVE/SELL MALT BEV TO MINOR  M;407 W ROSEMARY ST CHAPEL HILL NC 27516;28;W;F;;SUMMONED/CITED;N;UNARMED
25084;2010-07-22;21:30;POSSESSION MARIJUANA  M;106 N ELLIOTT RD CHAPEL HILL NC 27514;42;B;M;;ON VIEW;;UNARMED
25087;2010-07-23;18:58;FAIL TO APPEAR/COMPL;828 MLK JR BLVD CHAPEL HILL NC 27514;40;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25089;2010-07-24;0:28;PROVISIONAL LICENSEE;UMSTEAD PARK CHAPEL HILL NC;18;B;M;;ON VIEW;Y;UNARMED
25166;2010-07-24;1:48;SIMPLE ASSAULT;100 EAST FRANKLIN STREET CHAPEL HILL NC 27514;25;W;M;N;ON VIEW;Y;UNARMED
25109;2010-07-25;0:54;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;202 W ROSEMARY ST CHAPEL HILL NC 27516;19;W;M;N;SUMMONED/CITED;Y;UNARMED
25098;2010-07-25;2:06;IMPAIRED DRIVING DWI;FORDHAM BLVD @ EPHESUS CHURCH RD CHAPEL HILL NC 27516;31;H;M;H;ON VIEW;Y;UNARMED
25101;2010-07-25;8:49;MAINTAIN DWELLING  F;110 NOBLE ST CHAPEL HILL NC 27516;;;;;ON VIEW;Y;UNARMED
25124;2010-07-28;23:15;UNDERAGE POSSESSION;1105 HWY 54 BYPASS CHAPEL HILL NC 27516;19;B;M;;SUMMONED/CITED;Y;UNARMED
25130;2010-07-30;0:41;CCW;MITCHEL LANE AT ROSEMARY STREET CHAPEL HILL NC 27516;22;W;M;;SUMMONED/CITED;Y;UNARMED
25132;2010-07-30;1:02;IMPAIRED DRIVING DWI;1352 RALEIGH RD/BURNING TREE DR CHAPEL HILL NC 27517;23;B;M;;ON VIEW;Y;UNARMED
25143;2010-07-30;20:15;SALE & POSS FOR SALE ALCOHOLIC BEVERAGE;1800 E FRANKLIN ST CHAPEL HILL NC 27514;23;W;M;N;SUMMONED/CITED;;UNARMED
25161;2010-07-30;21:00;GIVE/SELL MALT BEV TO MINOR  M;163 EAST FRANKLIN STREET CHAPEL HILL NC 27514;38;W;M;;SUMMONED/CITED;N;UNARMED
25147;2010-07-31;4:28;LARCENY -  ALL OTHER;601 WEST ROSEMARY STREET CHAPEL HILL NC 27516;26;W;M;N;ON VIEW;Y;UNARMED
25149;2010-07-31;7:55;LARCENY -  ALL OTHER;601 WEST ROSEMARY ST CHAPEL HILL NC 27516;;;;;ON VIEW;U;UNARMED
25150;2010-07-31;12:01;ASSAULT BY STRANGULATION;200 WESTMINSTER DR CHAPEL HILL NC 27516;29;W;M;;ON VIEW;U;UNARMED
25171;2010-08-04;5:48;NDL - SUSPENDED / REVOKED;STINSON ST @ N. COLUMBIA CHAPEL HILL NC 27516;22;W;M;;ON VIEW;Y;UNARMED
25180;2010-08-05;13:08;FAIL TO APPEAR/COMPL;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;56;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25190;2010-08-06;10:50;GIVE/SELL MALT BEV TO MINOR  M;504 WEST FRANKLIN CHAPEL HILL NC;25;W;M;;SUMMONED/CITED;Y;UNARMED
25184;2010-08-06;20:40;GIVE/SELL MALT BEV TO MINOR  M;128 EAST FRANKILN STREET CHAPEL HILL NC 27514;31;W;M;H;SUMMONED/CITED;Y;UNARMED
25187;2010-08-06;21:42;GIVE/SELL MALT BEV TO MINOR;100 EUROPA DR CHAPEL HILL NC 27517;22;W;M;N;SUMMONED/CITED;N;UNARMED
25195;2010-08-07;1:15;IMPAIRED DRIVING DWI;100 BLOCK OF MAIN STREET CARRBORO NC 27510;;;;;ON VIEW;Y;UNARMED
25196;2010-08-07;5:20;IMPAIRED DRIVING DWI;FORDHAM BLVD @ WALNUT ST CHAPEL HILL NC 27516;24;W;M;H;ON VIEW;Y;UNARMED
25203;2010-08-08;3:27;CCW;600 W FRANKLIN ST CHAPEL HILL NC 27516;30;B;M;N;ON VIEW;Y;HANDGUN
25204;2010-08-08;23:31;NDL - SUSPENDED / REVOKED;DOBBINS DR @ SUMMERFIELD CROSSING CHAPEL HILL NC;38;B;F;N;ON VIEW;N;UNARMED
25210;2010-08-11;0:09;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;140 W FRANKLIN ST CHAPEL HILL NC 27516;20;W;F;N;SUMMONED/CITED;Y;UNARMED
25212;2010-08-11;2:08;RESISTING ARREST;5639 OLD DURHAM RD CHAPEL HILL NC 27517;28;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
25224;2010-08-12;14:30;ASSAULT BY STRANGULATION;211 MELVILLE LOOP CHAPEL HILL NC 27514;26;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);;UNARMED
25229;2010-08-13;2:34;IMPAIRED DRIVING DWI;200 S COLUMBIA ST CHAPEL HILL NC 27516;23;A;M;N;ON VIEW;Y;UNARMED
25227;2010-08-13;2:46;LARCENY -  ALL OTHER;149 1/2 E FRANKLIN ST CHAPEL HILL NC 27514;24;W;M;N;SUMMONED/CITED;Y;UNARMED
25230;2010-08-13;16:55;CHILD ABUSE-NEGLECT/ NO INJURY;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;;;;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25237;2010-08-15;3:42;POSSESSION MARIJUANA;15-501 NEAR OLD MASON FARM ROAD CHAPEL HILL NC 27514;18;B;M;N;SUMMONED/CITED;U;UNARMED
25245;2010-08-15;23:16;P/W/I/S/D SCHED IV;751 TRINITY CT CHAPEL HILL NC 27516;;;;;ON VIEW;N;UNARMED
25249;2010-08-16;16:00;AFFRAY/ASSAULT & BATTERY;828 MLK JR BLVD CHAPEL HILL NC;47;W;F;H;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25264;2010-08-17;17:00;WARRANT FOR ARREST;179 E FRANKLIN ST CHAPEL HILL NC 27514;32;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
25255;2010-08-18;7:37;WORTHLESS CHECK;1208 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;25;W;F;N;SUMMONED/CITED;N;UNARMED
25261;2010-08-18;19:34;FAIL TO APPEAR/COMPL;100 E FRANKLIN ST CHAPEL HILL NC 27514;27;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25262;2010-08-18;23:05;PROBATION VIOLATION;604 GOMAINS AVE CHAPEL HILL NC 27516;36;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25273;2010-08-20;2:58;IMPAIRED DRIVING DWI;MALLETTE STREET NEAR CAMERON AVE CHAPEL HILL NC 27516;20;W;F;N;ON VIEW;Y;UNARMED
25296;2010-08-20;14:00;LARCENY (ATTEMPTED);1 EUROPA DR CHAPEL HILL NC 27517;26;B;M;;ON VIEW;;UNARMED
25277;2010-08-20;23:33;UNDERAGE POSSESSION;500 CHURCH ST CHAPEL HILL NC 27516;20;W;M;N;SUMMONED/CITED;Y;UNARMED
25274;2010-08-21;0:00;IMPAIRED DRIVING DWI;EAST FRANKLIN ST/PLANT RD CHAPEL HILL NC;18;W;M;;ON VIEW;Y;UNARMED
25282;2010-08-21;0:25;FRAUDULENT USE OF ID;137 E FRANKLIN ST CHAPEL HILL NC 27514;19;W;M;;SUMMONED/CITED;Y;UNARMED
25279;2010-08-21;13:44;SOLICITING WITHOUT A PERMIT;16 ROGERSON DR CHAPEL HILL NC 27517;24;W;M;N;ON VIEW;N;UNARMED
25285;2010-08-21;19:56;ORDER FOR ARREST;150 E FRANKLIN ST CHAPEL HILL NC 27514;59;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
25286;2010-08-21;22:08;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;N ROBERSON @ W ROSEMARY ST CHAPEL HILL NC 27516;20;W;F;N;SUMMONED/CITED;Y;UNARMED
25288;2010-08-22;0:08;UNDERAGE POSSESSION;326 W ROSEMARY ST CHAPEL HILL NC 27516;;;;;SUMMONED/CITED;Y;UNARMED
25289;2010-08-22;2:19;POSS FRAUDULENT I.D.;509 CHURCH ST CHAPEL HILL NC 27516;20;W;M;N;SUMMONED/CITED;Y;UNARMED
25311;2010-08-25;20:51;OPEN CONTAINER;100 BLOCK E. FRANKLIN STREET CHAPEL HILL NC 27514;42;B;F;;SUMMONED/CITED;Y;UNARMED
25333;2010-08-26;19:15;SPEEDING TO ELUDE ARREST;1100 NC HWY 54 CHAPEL HILL NC 27516;19;A;M;N;ON VIEW;N;UNARMED
25320;2010-08-26;23:16;UNDERAGE POSSESSION  M;226 RANSOM ST/MCCAULEY ST CHAPEL HILL NC 27516;19;W;M;;SUMMONED/CITED;Y;UNARMED
25324;2010-08-27;1:11;UNDERAGE POSSESSION  M;CHURCH ST CHAPEL HILL NC 27514;19;W;F;;SUMMONED/CITED;Y;UNARMED
25336;2010-08-27;1:39;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;216 N ROBERSON ST CHAPEL HILL NC 27516;;;;;SUMMONED/CITED;Y;UNARMED
25338;2010-08-27;12:30;ASSAULT-SIMPLE;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;24;W;F;;SUMMONED/CITED;N;UNARMED
25340;2010-08-27;19:19;FAIL TO APPEAR/COMPL;143 W FRANKLIN ST CHAPEL HILL NC 27516;49;W;M;H;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
25346;2010-08-27;22:15;OPEN CONTAINER;CHURCH ST @ MCMASTERS ST CHAPEL HILL NC 27514;21;W;M;N;SUMMONED/CITED;Y;UNARMED
25344;2010-08-27;22:30;UNDERAGE POSSESSION;715 CHURCH ST/MCMASTERS ST CHAPEL HILL NC 27516;19;W;M;N;SUMMONED/CITED;Y;UNARMED
25345;2010-08-28;0:18;OPEN CONTAINER  M;328 LINDSAY ST/COTTON ST CHAPEL HILL NC 27516;22;W;M;N;SUMMONED/CITED;Y;UNARMED
25370;2010-08-28;10:20;OPEN CONTAINER  M;CHURCH ST CHAPEL HILL NC 27516;38;B;M;N;SUMMONED/CITED;Y;UNARMED
25376;2010-08-28;11:45;PUBLIC CONSUMPTION  M;PRITCHARD AVE AT W. ROSEMARY ST CHAPEL HILL NC;26;W;M;N;SUMMONED/CITED;Y;UNARMED
25392;2010-08-28;22:10;OPEN CONTAINER;CHURCH ST AT LINDSAY ST CHAPEL HILL NC;21;W;F;;SUMMONED/CITED;Y;UNARMED
25379;2010-08-28;23:40;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;PITTSBORO ST @ CAMERON ST CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;Y;UNARMED
25398;2010-08-29;1:05;FAIL TO APPEAR/COMPL;709 PRITCHARD AVE EXT CHAPEL HILL NC 27516;57;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
25380;2010-08-29;1:15;PUBLIC CONSUMPTION  M;CARVER STREET CHAPEL HILL NC;21;W;M;N;SUMMONED/CITED;;UNARMED
25382;2010-08-29;1:15;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21  M;CARVER STREET CHAPEL HILL NC;;;;;SUMMONED/CITED;;UNARMED
25399;2010-08-29;1:17;UNDERAGE POSSESSION;608 CHURCH ST/CALDWELL ST CHAPEL HILL NC 27516;18;W;M;;SUMMONED/CITED;Y;UNARMED
25394;2010-08-29;1:20;UNDERAGE POSSESSION;CHURCH ST @ CALDWELL ST CHAPEL HILL NC 27514;20;W;M;N;SUMMONED/CITED;Y;UNARMED
25400;2010-08-29;10:12;FAIL TO APPEAR/COMPL;ERVIN ROAD NEAR WEAVER DAIRY ROAD CHAPEL HILL NC 27514;39;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25413;2010-08-31;17:40;UNDERAGE POSSESSION;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;20;A;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25416;2010-09-01;1:10;FAIL TO APPEAR/COMPL;WESTBOUND S. COLUMBIA ST. RAMP CHAPEL HILL NC 27514;42;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25426;2010-09-03;5:35;WEAP-POSS BY FELON  F;220 ELIZABETH STREET CHAPEL HILL NC 27514;26;W;M;;ON VIEW;Y;HANDGUN
25432;2010-09-04;1:18;PROVISIONAL LICENSEE;0 FORDHAM BLVD/BRANDON RD CHAPEL HILL NC 27517;18;W;M;H;ON VIEW;Y;UNARMED
25438;2010-09-05;13:55;NDL - OPERATOR OR CHAUFFER;EASTOWNE DR AT FORDHAM BLVD CHAPEL HILL NC 27514;30;W;M;H;ON VIEW;N;UNARMED
25440;2010-09-06;9:03;WORTHLESS CHECK;104 PINEGATE CIR CHAPEL HILL NC 27514;41;B;M;N;SUMMONED/CITED;N;UNARMED
25445;2010-09-07;0:22;FAIL TO APPEAR/COMPL;MLK AT HOMESTEAD RD CHAPEL HILL NC 27514;22;W;M;N;ON VIEW;N;UNARMED
25446;2010-09-07;8:35;POSSESSION MARIJUANA;1709 HIGH SCHOOL RD CHAPEL HILL NC 27516;;;;;SUMMONED/CITED;Y;UNARMED
25453;2010-09-08;0:03;FAIL TO APPEAR/COMPL;157 E FRANKLIN ST CHAPEL HILL NC 27514;27;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25456;2010-09-08;14:17;OPEN CONTAINER  M;100 BLOCK OF NORTH COLUMBIA STREET CHAPEL HILL NC 27516;58;W;M;;SUMMONED/CITED;Y;UNARMED
25472;2010-09-10;23:47;OPEN CONTAINER;106 WEST FRANKLIN STREET CHAPEL HILL NC;58;W;M;;SUMMONED/CITED;Y;UNARMED
25473;2010-09-10;23:47;OPEN CONTAINER;106 WEST FRANKLIN STRET CHAPEL HILL NC;44;B;M;N;SUMMONED/CITED;Y;UNARMED
25467;2010-09-11;0:38;ASSAULT W DEADLY WEAPON;150 E FRANKLIN ST CHAPEL HILL NC 27514;45;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25468;2010-09-11;3:11;DELAY A PUBLIC OFFICER;108 GRANT STREET CHAPEL HILL NC 27514;18;W;F;N;ON VIEW;Y;UNARMED
25481;2010-09-13;11:55;FAIL TO APPEAR/COMPL;ROSEMARY ST @ MITCHELL LN CHAPEL HILL NC;35;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);;UNARMED
25488;2010-09-14;15:31;LARCENY;113 MILTON AVE CHAPEL HILL NC 27514;20;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);;UNARMED
25489;2010-09-14;17:30;UNDERAGE POSSESSION;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;19;W;F;;SUMMONED/CITED;N;UNARMED
25494;2010-09-15;14:30;ASSAULT ON FEMALE;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;23;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
25500;2010-09-17;4:54;UNDERAGE POSSESSION;931 N HERITAGE CIR CHAPEL HILL NC 27516;;;;;SUMMONED/CITED;Y;UNARMED
25530;2010-09-18;2:04;POSS STOLEN GOODS;HWY 86 @ WHITFIELD RD CHAPEL HILL NC;25;W;M;H;ON VIEW;Y;UNARMED
25506;2010-09-18;3:30;UNDERAGE POSSESSION;931 N HERITAGE CIR CHAPEL HILL NC 27516;19;W;F;N;SUMMONED/CITED;Y;UNARMED
25509;2010-09-18;13:01;OPEN CONTAINER;N COLUMBIA ST CHAPEL HILL NC 27517;21;W;F;N;SUMMONED/CITED;Y;UNARMED
25525;2010-09-22;12:30;FAILURE TO APPEAR FOR SEAT BELT VIOLATION;300 EAST MAIN STREET CARRBORO NC 27510;25;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25528;2010-09-22;18:04;OPEN CONTAINER;120 W FRANKLIN ST CHAPEL HILL NC 27516;58;W;M;;SUMMONED/CITED;Y;UNARMED
25526;2010-09-22;18:08;PUBLIC URINATION;111 E FRANKLIN ST CHAPEL HILL NC 27514;48;B;M;;SUMMONED/CITED;N;UNARMED
25535;2010-09-24;1:10;IMPAIRED DRIVING DWI;200 S MERRITT MILL RD CARRBORO NC 27510;19;W;F;N;ON VIEW;Y;UNARMED
25550;2010-09-27;15:03;AFFRAY/ASSAULT & BATTERY;500 WEAVER DAIRY RD CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;;UNARMED
25551;2010-09-27;15:13;AFFRAY/ASSAULT & BATTERY;500 WEAVER DAIRY RD CHAPEL HILL NC 27514;18;W;F;;SUMMONED/CITED;;UNARMED
25553;2010-09-28;15:58;OPEN CONTAINER;150 EAST FRANKLIN STREET CHAPEL HILL NC 27516;47;W;M;N;SUMMONED/CITED;Y;UNARMED
25556;2010-09-29;0:08;POSS MARIJUANA MISD;WEAVER ST @ N GREENSBORO ST CARRBORO NC 27510;46;A;F;N;ON VIEW;Y;UNARMED
25557;2010-09-29;14:06;POSSESSION MARIJUANA;500 WEAVER DAIRY RD CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;Y;UNARMED
25561;2010-10-01;13:33;ASSAULT BY STRANGULATION;100 MANNING DR CHAPEL HILL NC 27514;39;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25598;2010-10-01;23:31;UNDERAGE POSS OF SPIRITIOUS LIQUOR;502 SKYES ST CHAPEL HILL NC 27516;19;W;M;;SUMMONED/CITED;Y;UNARMED
25564;2010-10-02;1:02;UNDERAGE POSS OF SPIRITIOUS LIQUOR;307 CHURCH ST CHAPEL HILL NC 27516;;;;;SUMMONED/CITED;Y;UNARMED
25581;2010-10-02;11:45;OPEN CONTAINER  M;100 E ROSEMARY ST CHAPEL HILL NC 27514;26;W;F;;SUMMONED/CITED;Y;UNARMED
25594;2010-10-02;12:30;OPEN CONTAINER;E ROSEMARY ST (LOT 2) CHAPEL HILL NC;56;W;F;;SUMMONED/CITED;Y;UNARMED
25576;2010-10-02;12:34;OPEN CONTAINER  M;100 E ROSEMARY ST CHAPEL HILL NC 27514;55;W;M;;SUMMONED/CITED;Y;UNARMED
25569;2010-10-02;13:27;UNDERAGE POSSESSION  M;100 EAST ROSEMARY ST CHAPEL HILL NC 27514;20;W;M;;SUMMONED/CITED;Y;UNARMED
25597;2010-10-02;16:11;UNDERAGE POSSESSION;110 W CAMERON AVE/PITTSBORO ST CHAPEL HILL NC 27516;18;W;M;;ON VIEW;Y;UNARMED
25608;2010-10-03;1:23;PROVISIONAL LICENSEE;1500 E FRANKLIN ST CHAPEL HILL NC 27514;18;B;M;N;ON VIEW;Y;UNARMED
25616;2010-10-05;5:32;BREAKING/ENTER-MISD;106 FRATERNITY CT CHAPEL HILL NC 27516;49;B;M;N;ON VIEW;Y;UNARMED
25617;2010-10-05;23:36;DRUNK / DISRUPTIVE;137 EAST ROSEMARY CHAPEL HILL NC 27514;48;B;M;;ON VIEW;Y;UNARMED
25629;2010-10-09;13:15;OPEN CONTAINER;100 W ROSEMARY ST CHAPEL HILL NC 27516;58;B;M;N;SUMMONED/CITED;Y;UNARMED
25660;2010-10-09;14:20;OPEN CONTAINER;S COLUMBIA ST CHAPEL HILL NC;53;W;M;;SUMMONED/CITED;Y;UNARMED
25642;2010-10-09;14:30;OPEN CONTAINER;N COLUMBIA ST @ CAMERON ST CHAPEL HILL NC 27514;25;W;F;N;SUMMONED/CITED;Y;UNARMED
25673;2010-10-11;16:21;OPEN CONTAINER  M;EAST ROSEMARY ST.   LOT #2 CHAPEL HILL NC 27514;55;B;M;N;SUMMONED/CITED;Y;UNARMED
25684;2010-10-14;0:15;DRUNK / DISRUPTIVE;161 EAST FRANKLIN STREET CHAPEL HILL NC 27514;45;B;M;N;ON VIEW;Y;UNARMED
25704;2010-10-16;0:15;OPEN CONTAINER;300 BLOCK W ROSEMARY ST CHAPEL HILL NC;21;W;M;;SUMMONED/CITED;Y;UNARMED
25692;2010-10-16;22:06;POSSESSION MARIJUANA;1100 US 15 501 S CHAPEL HILL NC 27516;20;B;M;N;SUMMONED/CITED;Y;UNARMED
25697;2010-10-18;15:09;SEX OFFENSE-2ND DEG;828 MLK JR BLVD CHAPEL HILL NC 27514;37;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25699;2010-10-19;11:48;AWDW INFLICTING SERIOUS INJURY  F;100 W ROSEMARY STREET CHAPEL HILL NC 27514;45;B;F;N;ON VIEW;N;UNARMED
25706;2010-10-21;16:15;LARCENY -  ALL OTHER;ESTES DR AND FRANKLIN ST CHAPEL HILL NC;31;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);;UNARMED
25719;2010-10-22;12:30;TRAFFICKING COCAINE BY TRANSPORTATION  F;600 BLK HAMPTON POINT BLVD HILLSBOROUGH NC 27278;42;W;M;;ON VIEW;Y;UNARMED
25717;2010-10-24;16:17;FAIL TO APPEAR/COMPL;510 CRAIG ST CHAPEL HILL NC 27516;20;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25722;2010-10-25;20:42;OPEN CONTAINER;150 E FRANKLIN ST CHAPEL HILL NC 27514;55;B;M;;SUMMONED/CITED;Y;UNARMED
